Title,clean_synopsis
Luca,luca best friend alberto experience unforgettable summer italian riviera fun threatened deeply held secret sea monster another world water surface
The Cat Returns,young haru rescue cat run soon learns ordinary feline happens prince cat
Ne Zha,young boy born reincarnation demonic power society hate fear destined prophecy bring destruction world nezha must choose good evil see change fate
Charlie and the Chocolate Factory,young boy win tour magnificent chocolate factory world led world unusual candy maker
Shazam! Fury of the Gods,billy batson foster sibling transform superheroes saying shazam forced get back action fight daughter atlas must stop using weapon could destroy world
Creation of the Gods II: Demon Force,taishi wen zhong led army shang dynasty including deng chanyu four general mo family xiqi help kunlun immortal jiang ziya ji fa led army civilian xiqi defend homeland
Plankton: The Movie,plankton tangled love story sentient computer wife go sideways take stand decides destroy world without
Frozen II,elsa anna kristoff olaf head far forest learn truth ancient mystery kingdom
Mantra Warrior: The Legend of The Eight Moons,story inspired original ramayana retold futuristic universe involving brave warrior possess ancient power another dimension
The Last Voyage of the Demeter,crew merchant ship demeter attempt survive ocean voyage carpathia london stalked night merciless presence onboard ship
Luck,suddenly finding never seen land luck unluckiest person world must unite magical creature turn luck around
Midnight in Paris,trip paris fianc e family nostalgic screenwriter find mysteriously going back every day midnight
Scrooge,musical adaptation charles dickens classic ghost tale starring albert finney
The Spiderwick Chronicles,upon moving run spiderwick estate mother twin brother jared simon grace along sister mallory find pulled alternate world full faery creature
Baki Hanma VS Kengan Ashura,ultimate showdown toughest fighter baki hanma kengan ashura clash unprecedented hard hitting martial art crossover
Pirates of the Caribbean: The Curse of the Black Pearl,port royal attacked pillaged mysterious pirate crew capturing governor daughter elizabeth swann process william turner asks free willing pirate jack sparrow help locate crew ship black pearl rescue woman love
Batman,batman must face ruthless nemesis deformed madman calling joker seizes control gotham criminal underworld
Demon City,framed family murder left dead ex hitman stop nothing exact revenge masked demon taken city
Chernobyl: Abyss,aftermath shocking explosion chernobyl nuclear power station made hundred people sacrifice life clean site catastrophe successfully prevent even bigger disaster could turned large part european continent uninhabitable exclusion zone story
Spirited Away,young girl chihiro becomes trapped strange new world spirit parent undergo mysterious transformation must call upon courage never knew free family
Avatar: Fire and Ash,wake devastating war rda loss eldest son jake sully neytiri face new threat pandora ash people violent power hungry na vi tribe led ruthless varang jake family must fight survival future pandora conflict push emotional physical limit
Son of the Mask,tim avery aspiring cartoonist find predicament dog stumble upon mask loki conceiving infant son born mask discovers looney child raising
Blade II,blade form uneasy alliance vampire council order combat reaper feeding vampire
Avatar,nd century paraplegic marine dispatched moon pandora unique mission becomes torn following order protecting alien civilization
The Polar Express,doubting young boy take extraordinary train ride north pole embarks journey self discovery show wonder life never fade believe
Dragon Ball Z: Bardock - The Father of Goku,bardock son goku father low ranking saiyan soldier given power see future last remaining alien planet destroyed witness destruction race must best stop frieza impending massacre
The Chronicles of Narnia: The Voyage of the Dawn Treader,time around edmund lucy pevensie along pesky cousin eustace scrubb find swallowed painting fantastic narnian ship headed edge world
Jujutsu Kaisen 0,yuta okkotsu nervous high school student suffering serious problem childhood friend rika turned curse leave alone since rika ordinary curse plight noticed satoru gojo teacher jujutsu high school fledgling exorcist learn combat curse gojo convinces yuta enroll learn enough time confront curse haunt
The Lord of the Rings: The Return of the King,army mass final battle decide fate world powerful ancient force light dark compete determine outcome one member fellowship ring revealed noble heir throne king men yet sole hope triumph evil lie brave hobbit frodo accompanied loyal friend sam hideous wretched gollum venture deep dark heart mordor seemingly impossible quest destroy ring power
Downton Abbey,beloved crawleys intrepid staff prepare important moment life royal visit king queen england unleash scandal romance intrigue leave future downton hanging balance
Cliff Walkers,puppet state manchukuo four communist party special agent returning china embark secret mission sold traitor team find surrounded threat side
Mirror,dying man forty recall childhood mother war personal moment tell juxtapose pivotal moment soviet history daily life
Dallas Buyers Club,loosely based true life tale ron woodroof drug taking woman loving homophobic man diagnosed hiv aid given thirty day live
Kagemusha,akira kurosawa lauded feudal epic present tale petty thief recruited impersonate shingen aging warlord order avoid attack competing clan shingen dy general reluctantly agree impostor take powerful ruler soon begin appreciate life shingen commitment role tested must lead troop battle force rival warlord
Back to Black,extraordinary story amy winehouse early rise fame early day camden making groundbreaking album back black catapulted winehouse global fame told amy eye inspired deeply personal lyric film explores embrace many layer iconic artist tumultuous love story center one legendary album time
My Way,invasion normandy photograph slim korean man german uniform found transpired man served soldier japanese russian german army incredible story inspired director kang je gyu create epic war drama
Princess Yang Kwei-fei,eighth century china emperor grieving death wife yang family want provide emperor consort may consolidate influence court general lushan find distant relative working kitchen groom present emperor emperor fall love becomes princess yang kwei fei yang appointed important minister though lushan given court position covets minister misuse power much popular revolt yang fueled lushan
Little Buddha,death lama dorje tibetan buddhist monk find three child one american two nepalese may rebirth great teacher
"Good Night, and Good Luck",livestreamed penultimate show winter garden theatre new york city stage adaptation george clooney film follows story journalist edward r murrow stand senator joseph mccarthy anti communist witch hunt early
The Post,cover spanned four u president pushed country first female newspaper publisher hard driving editor join unprecedented battle journalist government inspired true event
Brotherhood of Blades II: The Infernal Battlefield,imperial guard search truth behind conspiracy framed partner proof innocence lie wanted woman named bei zhai reveal know intense prequel brotherhood blade thing truly trust sword
No Regrets for Our Youth,decade daughter kyoto imperial university professor come age witness father fired opposing rise fascism japan becomes involved two student
Les Misérables,adaptation successful stage musical based victor hugo classic novel set th century france jean valjean man imprisoned stealing bread must flee relentless policeman named javert pursuit consumes men life soon valjean find midst student revolution france
Empire of the Sun,jamie graham privileged english boy living shanghai japanese invade force foreigner prison camp jamie captured american sailor look camp together even though separated parent hostile environment jamie maintains dignity youthful spirit providing beacon hope others held captive
Spitfire Over Berlin,august american eighth air force poised strike nazi germany british intelligence learns could flying deadly trap hour spare flight lieutenant edward barnes must fly life death mission berlin unarmed spitfire obtain photographic evidence save life men
Judgment at Nuremberg,four german judge served bench nazi regime face military tribunal answer charge crime humanity chief justice haywood hears evidence testimony lead defendant ernst janning defense attorney han rolfe also widow nazi general idealistic u army captain reluctant witness irene wallner
The 33,based true story collapse mine san jose chile left miner isolated underground day
Winter in Wartime,world war ii freezing winter western netherlands grip famine many people move east provide family fourteen year old michiel wait join dutch resistance dismay father mayor work prevent escalation village
One Life,british stockbroker nicholas winton visit czechoslovakia form plan assist rescue jewish child onset world war ii operation came known kindertransport
BlacKkKlansman,colorado spring late ron stallworth african american police officer flip zimmerman jewish colleague run undercover operation infiltrate ku klux klan
Shakespeare in Love,young shakespeare forced stage latest comedy romeo ethel pirate daughter even written lovely noblewoman audition role fall forbidden love play find new life title relationship progress shakespeare comedy soon transforms tragedy
She Said,new york time reporter megan twohey jodi kantor break one important story generation story helped launch metoo movement shattered decade silence around subject sexual assault hollywood
Black Hawk Down,u ranger elite delta force team attempt kidnap two underling somali warlord black hawk helicopter shot american suffer heavy casualty facing intense fighting militia ground
The Mad Women's Ball,woman unfairly institutionalized paris asylum plot escape help one nurse based novel le bal de folles victoria ma
The Men Who Tread on the Tiger's Tail,yoshitsune minamoto disguised retinue monk must make comical porter guide hostile territory en route safety
The Assassin,th century china ten year old general daughter nie yinniang abducted nun initiate martial art transforming exceptional assassin charged eliminating cruel corrupt local governor one day failed task sent back mistress land birth order kill man promised cousin lead largest military region north china year exile young woman must confront parent memory long repressed feeling
Fusé: Memoirs of a Huntress,hamaji young huntress mountain stumble middle shogun vendetta group human dog hybrid fus rumor fus murdering innocent people bustling city edo sparked bounty head along brother hamaji join hunt dangerous quarry accidentally befriending one hamaji torn two world life self reliant huntress young woman new friend helped uncover
Flamin' Hot,inspiring true story richard monta ez frito lay janitor channeled mexican american heritage upbringing turn iconic flamin hot cheetos snack disrupted food industry became global pop culture phenomenon
The Burial,handshake deal go sour funeral home owner jeremiah keefe enlists charismatic smooth talking attorney willie e gary save family business temper flare laughter ensues unlikely pair bond exposing corporate corruption racial injustice
Lamborghini: The Man Behind the Legend,follow launch lamborghini career manufacturer tractor creator military vehicle world war ii designer lamborghini car launched high end sport car company automobili lamborghini
Adipurush,year ago ayodhya prince raghava prince sesh along mighty vanar warrior travel island lanka aim rescue raghava wife janaki abducted lankesh king lanka
Reagan,told voice former kgb agent viktor petrovich whose life becomes inextricably linked ronald reagan reagan first caught soviet attention actor hollywood reagan overcomes odds become th president united state
The Great Battle,kingdom goguryeo ancient korea ruthless emperor taizong tang invades country lead army towards capital achieving one victory another way stronghold ansi protected general yang man chu everything possible stop invasion even troop outnumbered thousand enemy
A Taxi Driver,may man seob taxi driver seoul life hand mouth raising young daughter alone one day hears foreigner pay big money drive gwangju city knowing german journalist hidden agenda man seob take job
The Six Triple Eight,world war ii u army black woman battalion take impossible mission sorting three year backlog million piece mail delivered american soldier finish within six month
Tae Guk Gi: The Brotherhood of War,two brother forced fight korean war elder decides take riskiest mission help shield younger battle
Jodhaa Akbar,sixteenth century love story marriage alliance gave birth true love mughal emperor rajput princess
Argentina 1985,team lawyer take head argentina bloody military dictatorship battle odds race time
Rurouni Kenshin: The Final,kenshin ally face strongest enemy yet former brother law enishi yukishiro minion vowed revenge
Mona Lisa Smile,katherine watson recent ucla graduate hired teach art history prestigious female wellesley college determined confront outdated more society institution embrace katherine inspires traditional student including betty joan challenge life expected lead
Red Cliff,final day han dynasty shrewd prime minster cao convinced fickle emperor han way unite china declare war kingdom xu west east wu south thus began military campaign unprecedented scale left hope survival kingdom xu east wu formed unlikely alliance
Hanzo the Razor: The Snare,backdrop edo treasury devaluing currency driving many poverty hanzo itami enforces law without regard status show inadequate respect treasurer want dead
The Outpost,small unit u soldier alone remote combat outpost keating located deep valley three mountain afghanistan battle defend overwhelming force taliban fighter coordinated attack battle kamdesh known bloodiest american engagement afghan war bravo troop cav became one decorated unit year conflict
The Lion in Winter,henry ii estranged queen battle choice heir
The Decameron,young sicilian swindled twice end rich man pose deaf mute convent curious nun woman must hide lover husband come home early scoundrel fool priest deathbed three brother take revenge sister lover young girl sleep roof meet boyfriend night group painter wait inspiration crafty priest attempt seduce friend wife two friend make pact find happens death
Day of Wrath,danish village early young woman named anne whose mother thought witch develops sympathy toward old woman marte accused witchcraft intervention anne older kindly husband pastor absalon saved mother urged overbearing mother refuse help marte absalon son return home attracted anne matter time family destiny catch
Eddie the Eagle,feel good story michael eddie edward unlikely courageous british ski jumper never stopped believing even entire nation counting help rebellious charismatic coach eddie take establishment win heart sport fan around world making improbable historic showing calgary winter olympics
Bajirao Mastani,peshwa bajirao married kashibai fall love mastani warrior princess distress struggle make love triumph amid opposition conservative family
Medieval,story fifteenth century czech icon warlord jan zizka defeated army teutonic order holy roman empire
The Treacherous,story joseon tyrant king yeonsan exploit populace carnal pleasure seemingly loyal retainer control court dealing woman seek vengeance
El Apocalipsis de san Juan,embark epic journey time faith apocalypse saint john join apostle john stunning visual narrative unravels vision end time experience vision like never striking visual effect epic scene immerse apocalyptic narrative
The Flowers of War,westerner find refuge group woman church japan rape nanking posing priest attempt lead woman safety
The Two Popes,frustrated direction church cardinal bergoglio request permission retire pope benedict instead facing scandal self doubt introspective pope benedict summons harshest critic future successor rome reveal secret would shake foundation catholic church
Memoirs of a Geisha,year world war ii penniless japanese child torn family work maid geisha house
Ponniyin Selvan: Part I,chola kingdom threat force internal external crown prince aaditha karikalan younger brother arunmozhi varman emperor sundara cholar separated situation messenger ensure safety kingdom succeed mission especially karikalan former girlfriend nandhini plotting bring entire chola empire
Evita,hit musical based life evita duarte b movie argentinian actress eventually became wife argentinian president dictator juan per n beloved hated woman argentina
The Man in the Iron Mask,tyrannical king louis xiv learns identical twin brother philippe raised birth late father trusted friend artagnan faithful musketeer porthos athos aramis philippe fall king betrothed spanish princess maria theresa louis imprisons forcing brother iron mask slowly suffocate artagnan rescue
The Doors,story famous influential rock band lead singer composer jim morrison
Charlie Wilson's War,u rep charlie wilson texas socialite joanne herring cia agent gust avrakotos form unlikely alliance boost funding afghan freedom fighter war invading soviet trio successful effort finance covert operation contributes fall soviet union end cold war
Glory,robert gould shaw lead u civil war first black volunteer company fighting prejudice union army confederate
Legends of the Condor Heroes: The Gallants,genghis khan mongolian army push west destroy jin dynasty setting sight song dynasty next amid internal conflict among martial art school guo jing unites central plain warrior defend xiangyang embodying courage loyalty fight nation
The Private Life of Henry VIII,renowned excess king henry viii go series wife rule anne boleyn second wife executed charge treason king henry wed maid jane seymour marriage also end tragedy one single long king pick german born anne clef bride union last month annulment granted king henry continues string spouse
The Rose of Versailles,age revolution marie antoinette protector oscar fran ois de jarjayes face tough choice woman growing distinct role
The Hill,story rickey hill overcomes physical disability repair relationship father quest become major league baseball mlb player
The Last Woman of Shang,order exact revenge upon young woman lin dai marries emperor chou shin young kyun killed father
The Courier,cold war spy greville wynne russian source try put end cuban missile crisis
Gangubai Kathiawadi,duped sold brothel young woman fearlessly reclaims power using underworld connection preside world pawn
A Man for All Seasons,depiction conflict king henry viii england lord chancellor sir thomas refuse swear oath supremacy declaring henry supreme head church england
King Arthur,story arthurian legend based sarmatian hypothesis contends legend historical nucleus sarmatian heavy cavalry troop stationed britain roman british military commander lucius artorius castus historical person behind legend
Outlaw King,forced exile english crowned king scotland legendary warrior robert bruce fight reclaim throne
The Edelweiss Pirates,cologne towards end second world war city ruin everyone afraid many dead time great inhumanity cologne young edelweiss pirate refuse submit pressure nazi regime fight hitler youth scrawl anti war propaganda wall karl edelweiss pirate younger brother peter hitler youth movement two young men alone ever since mother death bombing raid father serving front older brother otto killed action otto financ e cilly best survive war child carl trying help
The Greatest Story Ever Told,birth bethlehem death eventual resurrection life jesus christ given star treatment epic retelling major aspect christ life touched upon including execution newborn male egypt king herod christ baptism john baptist betrayal juda last supper eventually lead christ crucifixion miraculous return
Lee,true story photographer elizabeth lee miller fashion model became acclaimed war correspondent vogue magazine world war ii
Invictus,newly elected president nelson mandela know nation remains racially economically divided wake apartheid believing bring people together universal language sport mandela rally south africa rugby union team make historic run rugby world cup championship match
Ferrari,set summer ex racecar driver enzo ferrari crisis bankruptcy stalk company wife laura built nothing ten year earlier tempestuous marriage struggle mourning one son acknowledgement another
Dumb Money,vlogger keith gill sink life saving gamestop stock post social medium start blowing life life everyone following stock tip becomes movement everyone get rich billionaire fight back side find world turned upside
Pinball: The Man Who Saved the Game,dramatic comedy based true story writer pinball wizard roger sharpe chronicling journey overturn new york city year ban pinball
Lagaan: Once Upon a Time in India,india arrogant british commander challenge harshly taxed resident champaner high stake cricket match
12.12: The Day,assassination president park martial law declared coup tat burst defensesecurity commander chun doo gwang private band officer following capital defense commander lee tae shin obstinate soldier belief military take political action fight chun doo gwang stop conflict two grows military leader holding decision defense minister gone midst chaos spring seoul everyone longed head unexpected direction
Steve Jobs,set backstage three iconic product launch ending unveiling imac steve job take u behind scene digital revolution paint intimate portrait brilliant man epicenter
Elizabeth: The Golden Age,queen elizabeth reign threatened ruthless familial betrayal spain invading army shrewd adviser must act safeguard life people
Snowden,cia employee edward snowden leak thousand classified document press
The King's Speech,king speech tell story man became king george vi father queen elizabeth ii brother abdicates george bertie reluctantly assumes throne plagued dreaded stutter considered unfit king bertie engages help unorthodox speech therapist named lionel logue set unexpected technique result unlikely friendship bertie able find voice boldly lead country war
Ong Bak 3,tien captured almost beaten death saved brought back kana khone villager taught meditation deal karma soon arch rival return challenging tien final duel
Monsieur Aznavour,poor childhood rise fame triumph failure paris new york discover exceptional journey artist intimate intense fragile indestructible devoted art end one immortal singer time monsieur aznavour
The Attorney,song woo seok lawyer client friend son falsely accused crime tortured take case course life change good
Limonov: The Ballad,revolutionary militant thug underground writer butler millionaire manhattan also switchblade waving poet lover beautiful woman warmonger political agitator novelist wrote greatness eduard limonov life story journey russia america europe second half th century
The Bounty,familiar story lieutenant bligh whose cruelty lead mutiny ship version follows effort fletcher christian get men beyond reach british retribution epic voyage lieutenant bligh get loyalist safely east timor tiny lifeboat
Out of Africa,tell life story danish author karen blixen beginning th century moved africa build new life film based autobiographical novel
You Don't Know Jack,controversy legal problem follow dr jack kevorkian advocate assisted suicide
Katariina ja Munkkiniemen kreivi,wager count mauritz armborg young master estate linnanheimo play katariina catherine nanny mauritz niece nephew two fall love decide escape italy via denmark planned get married always complication mauritz grandmother want marry decided mauritz marry swedish beauty ingeborg liliecrona
Ramayana: The Legend of Prince Rama,ayodhya royal palace kosala kingdom ancient india four prince born three queen grew great stature banished year due court intrigue prince rama retreated forest beautiful wife sita rama vanquishes demon forest invite wrath demon king ravana kidnaps sita based indian epic ramayana
The Edge of the Blade,time duel vogue paris cl ment lacaze marie rose asti meet charismatic master arm feminist far ahead time cl ment get caught spiral violence decides initiate marie rose art dueling two must work together save face far go defend honor
Unstoppable,unwavering love support devoted mother judy encouragement coach anthony roble fight adversity earn spot arizona state wrestling team demand everything physically mentally achieve ultimate quest become ncaa champion
Bharat,cusp india birth independent nation family make arduous journey freedom cost young boy bharat make promise father keep family together matter
Blitz,world war ii london nine year old george evacuated countryside mother rita escape bombing defiant determined return family george embarks epic perilous journey back home rita search
Defiance,based true story world war ii four jewish brother escape nazi occupied homeland west belarus poland join soviet partisan combat nazi brother begin rescue roughly jew still trapped ghetto poland
Hostiles,legendary native american hating army captain nearing retirement given one last assignment escort cheyenne chief family dangerous territory back montana reservation
Andrei Rublev,expansive russian drama film focus life revered religious icon painter andrei rublev drifting place place tumultuous era peace seeking monk eventually gain reputation art rublev witness brutal battle unintentionally becomes involved take vow silence spends time away work begin ease troubled soul take step towards becoming painter
The Empty Man,retired cop james lasombra asked friend investigate disappearance daughter seemingly packed night left ominous message bathroom mirror empty man made investigates mysterious figure james begin see hear strange thing forced come term past mean future
Shin Godzilla,massive gilled monster emerges deep tear city government scramble save citizen rag tag team volunteer cut web red tape uncover monster weakness mysterious tie foreign superpower time side greatest catastrophe ever befall world evolve right eye
Seed of Chucky,time around chucky homicidal honey tiffany brought back life orphan offspring glen horror go hollywood chucky unleashes brand murderous mayhem
Scars of Dracula,prince darkness cast undead shadow cursed village kleinenberg ash splashed bat blood dracula resurrected two innocent victim search missing loved one loved death dracula mistress discover blood drained corpse dracula castle necropolis vampire lord lustful vengeance begin
The Sadness,young couple pushed limit sanity attempt reunited amid chaos pandemic outbreak street erupt violence depravity infected driven enact cruel ghastly thing imaginable
Event Horizon,group astronaut sent investigate salvage starship event horizon disappeared mysteriously seven year maiden voyage however soon becomes evident something sinister resides corridor
The Forever Purge,rule broken sect lawless marauder decides annual purge stop daybreak instead never end chase group immigrant want punish harsh historical past
Alien: Covenant,crew colony ship covenant bound remote planet far side galaxy discovers think uncharted paradise actually dark dangerous world
Twin Peaks: Fire Walk with Me,questionable town deer meadow washington fbi agent desmond inexplicably disappears hunting man murdered teen girl killer never apprehended experiencing dark vision supernatural encounter agent dale cooper chillingly predicts culprit claim another life meanwhile cozy town twin peak hedonistic beauty laura palmer hang lowlife seems destined grisly fate
The Visit,brother sister sent grandparent remote pennsylvania farm week discover elderly couple involved something deeply disturbing
The Final Destination,horrifying premonition save young man friend death racetrack accident terrible fate await nonetheless
28 Days Later,twenty eight day killer virus accidentally unleashed british research facility small group london survivor caught desperate struggle protect infected carried animal human virus turn infects homicidal maniac absolutely impossible contain
Ash,woman wake distant planet find crew space station viciously killed investigation happened set motion terrifying chain event
It,small town maine seven child known loser club come face face life problem bully monster take shape clown called pennywise
The Medium,shaman family learn goddess supposedly controlling one however life take frightening turn realise goddess nothing possession
Final Destination,teenager terrifying vision friend dying plane crash prevents accident death hunt one one
Life,six member crew international space station tasked studying sample mar may first proof extra terrestrial life prof intelligent ever expected
Evil Dead,mia drug addict determined kick habit end asks brother david girlfriend natalie friend olivia eric accompany family remote forest cabin help withdrawal eric find mysterious book dead cabin read aloud awakening ancient demon hell break loose malevolent entity possesses mia
Wrong Turn,jen group friend set hike appalachian trail despite warning stick trail hiker stray course cross land inhabited foundation hidden community mountain dweller use deadly mean protect way life
Friday the 13th,camp counselor stalked murdered unknown assailant trying reopen summer camp site child drowning
Friday the 13th Part III,idyllic summer turn nightmare unspeakable terror yet another group na friend ignoring camp crystal lake bloody legacy one one fall victim maniacal jason stalk every turn
Happy Death Day,caught bizarre terrifying time warp college student tree find repeatedly reliving day murder ultimately realizing must identify killer reason death chance survival run
Saw X,event saw saw ii sick desperate john kramer travel mexico risky experimental medical procedure hope miracle cure cancer discover entire operation scam defraud vulnerable armed newfound purpose infamous serial killer return work turning table con artist signature visceral way devious deranged ingenious trap
Dracula Untold,vlad tepes great hero learns sultan preparing battle need form army boy vow find way protect family vlad turn dark force order get power destroy enemy agrees go hero monster turned mythological vampire dracula
The Substance,fading celebrity decides use black market drug cell replicating substance temporarily creates younger better version
Escape Room: Tournament of Champions,six people unwittingly find locked another series escape room slowly uncovering common survive discovering played game
Abduct,woman peaceful mountain getaway take bizarre turn boyfriend disappears random naked man show claiming
The First Omen,young american woman sent rome begin life service church encounter darkness cause question faith uncovers terrifying conspiracy hope bring birth evil incarnate
Presence,couple child move seemingly normal suburban home strange event occur begin believe something else house presence disrupt life unimaginable way
Dangerous Animals,savvy free spirited surfer abducted shark obsessed serial killer held captive boat must figure escape carry ritualistic feeding shark
The Conjuring 2,lorraine ed warren travel north london help single mother raising four child alone house plagued malicious spirit
The Wailing,stranger arrives little village soon mysterious sickness start spreading policeman drawn incident forced solve mystery order save daughter
Insidious: The Last Key,parapsychologist elise rainier team travel five key nm investigate man claim haunting terror soon strike rainier realizes house life family old home
M3GAN,brilliant toy company roboticist us artificial intelligence develop gan life like doll programmed emotionally bond newly orphaned niece doll programming work well becomes overprotective new friend terrifying result
Cuckoo,reluctantly moving german alp father new family gretchen discovers new town hide sinister secret plagued strange noise frightening vision woman pursuing
The Haunting at Saint Joseph's,engaged muslim doctor fianc friend go holiday st joseph guesthouse unaware site sacrifice innocent century soon come believe haunted causing go crazy emotion spiral control
I Saw the Devil,kyung chul dangerous psychopath kill pleasure soo hyeon top secret agent decides track murderer promise everything power take vengeance killer even mean must become monster
Drag Me to Hell,denying woman extension need keep home loan officer christine brown see promising life take startling turn worse christine convinced cursed gypsy boyfriend skeptical hope seems lie psychic claim help lift curse keep soul dragged straight hell
Don't Breathe 2,blind man hiding several year isolated cabin taken raised young girl orphaned devastating house fire quiet life together shattered group criminal kidnap girl forcing blind man leave safe save
Revenge,jen romantic getaway wealthy married boyfriend disrupted friend arrive impromptu hunting trip tension mount house situation culminates unexpected way
The Blair Witch Project,october three student filmmaker disappeared wood near burkittsville maryland shooting documentary year later footage found
Africa Addio,chronicle violence occurred much african continent throughout many african country transitioning colonial rule form government violent political upheaval frequent revolution zanzibar kenya thousand killed shown violence political also extensive footage hunter poacher slaughtering different type wild animal
X,group young filmmaker set make adult film rural texas reclusive elderly host catch act cast find fighting life
Silent Hill,rose desperate mother take adopted daughter sharon town silent hill attempt cure ailment violent car crash sharon disappears rose begin desperate search get back descends center twisted reality town terrible secret pursued grotesquely deformed creature townspeople stuck permanent purgatory rose begin uncover truth behind apocalyptic disaster burned town year earlier
Manos: The Hands of Fate,family get lost road stumble upon hidden underground devil worshiping cult led fearsome master servant torgo
The Pope's Exorcist,father gabriele amorth chief exorcist vatican investigates young boy terrifying possession end uncovering century old conspiracy vatican desperately tried keep hidden
The Black Phone,finney blake shy clever year old boy abducted sadistic killer trapped soundproof basement screaming little use disconnected phone wall begin ring finney discovers hear voice killer previous victim dead set making sure happened happen finney
Strange Darling,nothing seems twisted one night stand spiral serial killer vicious murder spree
Freaky,mystical ancient dagger cause notorious serial killer magically switch body year old girl
Opus,young writer invited remote compound legendary pop star mysteriously disappeared thirty year ago surrounded star cult sycophant intoxicated journalist find middle twisted plan
Hereditary,following death leigh family matriarch annie child uncover disturbing secret heritage daily life impacted also become entangled chilling fate cannot escape driving brink madness
The Menu,young couple travel remote island eat exclusive restaurant chef prepared lavish menu shocking surprise
The Woman in the Yard,aftermath husband death widow ramona struggle raise two kid hindered arrival mysterious woman supernatural ability
The Exorcism,troubled actor begin unravel shooting supernatural horror film leading estranged daughter wonder slipping back past addiction something sinister play
The Exorcism of Emily Rose,younger girl called emily rose dy everyone put blame exorcism performed father moore prior death priest arrested suspicion murder trial begin lawyer erin bruner representing moore going easy one want believe father moore say true
Talk to Me,group friend discover conjure spirit using embalmed hand become hooked new thrill one go far unleashes terrifying supernatural force
Bone Tomahawk,shootout saloon sheriff hunt injures suspicious stranger doctor assistant wife local foreman tends prison night town attacked disappear arrow cannibal tribe found hunt men go search prisoner foreman wife
Fear Street: 1994,series brutal slaying teen friend take evil force plagued notorious town century
Scream 4,ten year passed sidney prescott put back together thanks writing however return woodsboro spark return ghostface killer
Saint Catherine,orphaned girl rescued satanic ritual taken saint catherine institute homeless youth learn new skill facing demon stalk
10 Cloverfield Lane,catastrophic car crash young woman wake survivalist underground bunker claim saved apocalyptic attack left outside world uninhabitable
Aliens vs Predator: Requiem,horrifying predalien crash land near small colorado town killing everyone encounter producing countless alien offspring lone predator arrives clean infestation
The Nun II,france priest violently murdered sister irene begin investigate come face face powerful evil
A Quiet Place,family forced live silence hiding creature hunt sound
Bride of Chucky,chucky reborn old flame tiffany rescue battered doll part police impound
Breathing In,south africa second anglo boer war rage wounded general seek refuge small home woman young daughter hurt man settle begin noticing something two woman particularly daughter long learn real reason invited survived long
Resident Evil: Vendetta,bsaa chris redfield enlists help government agent leon kennedy professor rebecca chamber alexander institute biotechnology stop death merchant vengeance spreading deadly virus new york
Resident Evil: Welcome to Raccoon City,booming home pharmaceutical giant umbrella corporation raccoon city dying midwestern town company exodus left city wasteland great evil brewing surface evil unleashed townspeople forever changed small group survivor must work together uncover truth behind umbrella make night
Anacondas: The Hunt for the Blood Orchid,scientific expedition set borneo seek flower called blood orchid could grant extended life meanwhile run afoul snake
Weapons,one child class mysteriously vanish night exactly time community left questioning behind disappearance
Daughter of Darkness,police suspect young teenager horrifically abused family raped father finally snapping slaughtering
The Devil's Bride,caught strained marriage echa find solace man visit dream comfort turn terror emerges malicious spirit
Guinea Pig: Devil's Experiment,masked thug torture innocent woman increasingly brutal way
Countdown,young nurse downloads app tell three day live time ticking away mysterious figure haunting must find way save life time run
Brightburn,child another world crash landed earth instead becoming hero mankind proved something far sinister
From Dusk Till Dawn,kidnapping father two kid gecko brother head south seedy mexican bar hide safety unaware notorious vampire clientele
I Spit on Your Grave: Déjà Vu,following rape jennifer hill wrote bestselling account ordeal controversial trial accused taking law hand brutally killing assailant small town rape revenge took place relative rapist killed furious court declared guilty resolve take justice hand
The Return of the Living Dead,foreman frank show new employee freddy secret military experiment supply warehouse louisville kentucky two klutz accidentally release gas reanimates corps flesh eating zombie epidemic spread throughout town creature satisfy hunger gory outlandish way frank freddy fight survive help bos mysterious mortician
Operation Undead,inexperienced thai soldier battle growing undead menace gruesome survival horror japanese military experiment turn men monster escape containment troop save nation annihilation
A Nightmare on Elm Street,teenager small town dropping like fly apparently grip mass hysteria causing suicide cop daughter nancy thompson trace cause child molester fred krueger burned alive angry parent many year krueger come back dream killer child claiming life revenge nancy boyfriend glen must devise plan lure monster realm nightmare real world
Saw III,jigsaw disappeared along new apprentice amanda puppet master behind cruel intricate game terrified community baffled police eluded capture vanished city detective scramble locate doctor lynn denlon jeff reinhart unaware become latest pawn vicious chessboard
Don't Breathe,group teen break blind man home thinking get away perfect crime wrong
Texas Chainsaw 3D,young woman learns inherited texas estate deceased grandmother embarking road trip friend uncover root find sole owner lavish isolated victorian mansion newfound wealth come price stumble upon horror awaits mansion dank cellar
Female Teacher: In Front of the Students,lovely reiko taken new teaching job creepy old high school extremely attractive woman young student class fallen one night tennis practice brutally assaulted locker room shower man stocking face left floor naked shock discovers single puzzle piece left behind crazed man day later pair student enact perverted sexual revenge reiko kicking someone tennis team could one student man brutalized locker room owns strange puzzle piece mystery unfolds reiko must come term sexual urge fate
You Should Have Left,effort repair relationship couple book vacation countryside daughter start perfect retreat begin fall apart one loses grip reality sinister force try tear apart
